date,open,high,low,close,volume
2017-08-17T05:30:00.000000000,4261.48,4485.39,4200.74,4285.08,795.150377
2017-08-18T05:30:00.000000000,4285.08,4371.52,3938.77,4108.37,1199.888264
2017-08-19T05:30:00.000000000,4108.37,4184.69,3850.0,4139.98,381.309763
2017-08-20T05:30:00.000000000,4120.98,4211.08,4032.62,4086.29,467.083022
2017-08-21T05:30:00.000000000,4069.13,4119.62,3911.79,4016.0,691.74306
2017-08-22T05:30:00.000000000,4016.0,4104.82,3400.0,4040.0,966.684858
2017-08-23T05:30:00.000000000,4040.0,4265.8,4013.89,4114.01,1001.136565
2017-08-24T05:30:00.000000000,4147.0,4371.68,4085.01,4316.01,787.418753
2017-08-25T05:30:00.000000000,4316.01,4453.91,4247.48,4280.68,573.61274
2017-08-26T05:30:00.000000000,4280.71,4367.0,4212.41,4337.44,228.108068
2017-08-27T05:30:00.000000000,4332.51,4400.0,4285.54,4310.01,350.692585
2017-08-28T05:30:00.000000000,4310.01,4399.82,4124.54,4386.69,603.841616
2017-08-29T05:30:00.000000000,4353.65,4625.85,4313.55,4587.48,603.545028
2017-08-30T05:30:00.000000000,4564.52,4647.51,4416.01,4555.14,808.468771
2017-08-31T05:30:00.000000000,4555.14,4745.42,4555.14,4724.89,556.956802
2017-09-01T05:30:00.000000000,4689.89,4885.55,4654.88,4834.91,560.666366
2017-09-02T05:30:00.000000000,4796.16,4939.19,4286.87,4472.14,929.148595
2017-09-03T05:30:00.000000000,4508.5,4714.76,4298.33,4509.08,691.216198
2017-09-04T05:30:00.000000000,4505.0,4527.49,3972.51,4100.11,1394.644614
2017-09-05T05:30:00.000000000,4106.97,4484.99,3603.0,4366.47,1228.938157
2017-09-06T05:30:00.000000000,4366.49,4662.87,4335.26,4619.77,807.363726
2017-09-07T05:30:00.000000000,4619.77,4788.59,4438.19,4691.61,500.429975
2017-09-08T05:30:00.000000000,4691.66,4735.39,4028.93,4282.8,1132.255046
2017-09-09T05:30:00.000000000,4282.8,4426.62,4150.06,4258.81,658.782952
2017-09-10T05:30:00.000000000,4258.81,4283.0,3801.0,4130.37,660.373275
2017-09-11T05:30:00.000000000,4153.62,4334.43,4098.91,4208.47,699.989065
2017-09-12T05:30:00.000000000,4208.6,4394.59,4040.8,4163.72,879.630319
2017-09-13T05:30:00.000000000,4159.72,4165.38,3760.0,3944.69,913.462545
2017-09-14T05:30:00.000000000,3944.0,3993.0,3165.13,3189.02,1665.021543
2017-09-15T05:30:00.000000000,3188.01,3856.0,2817.0,3700.0,1968.866492
2017-09-16T05:30:00.000000000,3674.01,3950.0,3470.66,3714.95,1297.563953
2017-09-17T05:30:00.000000000,3685.23,3748.21,3499.02,3699.99,682.17121
2017-09-18T05:30:00.000000000,3690.0,4123.2,3690.0,4035.01,1030.006455
2017-09-19T05:30:00.000000000,4060.0,4089.97,3830.91,3910.04,902.332129
2017-09-20T05:30:00.000000000,3910.04,4046.08,3820.0,3900.0,720.935076
2017-09-21T05:30:00.000000000,3889.99,3910.0,3567.0,3609.99,1001.654084
2017-09-22T05:30:00.000000000,3592.84,3750.0,3505.55,3595.87,838.966425
2017-09-23T05:30:00.000000000,3595.88,3817.19,3542.91,3780.0,752.792791
2017-09-24T05:30:00.000000000,3779.54,3789.99,3622.76,3660.02,661.63639
2017-09-25T05:30:00.000000000,3660.02,3979.87,3653.69,3920.75,727.994713
2017-09-26T05:30:00.000000000,3928.0,3976.99,3850.05,3882.35,526.727987
2017-09-27T05:30:00.000000000,3882.36,4249.94,3872.81,4193.0,628.170966
2017-09-28T05:30:00.000000000,4192.11,4300.0,4101.0,4174.5,849.785325
2017-09-29T05:30:00.000000000,4178.98,4263.86,3952.01,4174.69,1602.309565
2017-09-30T05:30:00.000000000,4175.0,4380.0,4138.1,4378.51,720.353183
2017-10-01T05:30:00.000000000,4378.49,4406.52,4240.04,4378.48,726.963685
2017-10-02T05:30:00.000000000,4400.0,4561.63,4360.0,4380.0,655.756974
2017-10-03T05:30:00.000000000,4380.0,4467.33,4180.8,4310.0,1082.323563
2017-10-04T05:30:00.000000000,4314.9,4373.0,4142.0,4208.59,868.465101
2017-10-05T05:30:00.000000000,4208.59,4355.0,4110.0,4292.43,779.138638
2017-10-06T05:30:00.000000000,4318.99,4417.0,4292.0,4369.0,506.529176
2017-10-07T05:30:00.000000000,4369.0,4479.5,4312.56,4423.0,297.5975
2017-10-08T05:30:00.000000000,4425.0,4658.0,4425.0,4640.0,518.462004
2017-10-09T05:30:00.000000000,4640.0,4889.98,4550.0,4786.95,646.463145
2017-10-10T05:30:00.000000000,4786.95,4960.0,4680.59,4783.06,1043.221773
2017-10-11T05:30:00.000000000,4783.06,4881.61,4710.0,4821.43,753.429396
2017-10-12T05:30:00.000000000,4821.43,5439.99,4810.16,5430.0,1276.701482
2017-10-13T05:30:00.000000000,5439.99,5846.17,5379.84,5649.98,1879.82762
2017-10-14T05:30:00.000000000,5650.0,5900.0,5580.01,5869.99,970.759046
2017-10-15T05:30:00.000000000,5855.03,5922.3,5400.01,5709.99,1343.523375
2017-10-16T05:30:00.000000000,5710.0,5788.91,5585.19,5760.02,1528.996462
2017-10-17T05:30:00.000000000,5760.0,5774.98,5508.63,5595.0,1429.869376
2017-10-18T05:30:00.000000000,5595.0,5596.0,5037.95,5512.06,2317.804373
2017-10-19T05:30:00.000000000,5513.0,5710.0,5490.26,5683.9,1881.722107
2017-10-20T05:30:00.000000000,5683.31,6110.0,5600.0,6010.01,1972.97722
2017-10-21T05:30:00.000000000,6013.72,6171.0,5850.03,6024.97,1664.307693
2017-10-22T05:30:00.000000000,6003.27,6060.0,5720.03,5950.02,1362.092216
2017-10-23T05:30:00.000000000,5975.0,6080.0,5621.03,5915.93,1812.557715
2017-10-24T05:30:00.000000000,5909.47,5925.0,5450.0,5477.03,2580.418767
2017-10-25T05:30:00.000000000,5506.92,5704.96,5286.98,5689.99,2282.813205
2017-10-26T05:30:00.000000000,5670.1,5939.99,5650.0,5861.77,1972.965882
2017-10-27T05:30:00.000000000,5861.77,5980.0,5649.24,5768.83,1403.706416
2017-10-28T05:30:00.000000000,5768.79,5850.02,5630.03,5719.64,1276.754412
2017-10-29T05:30:00.000000000,5709.98,6189.88,5648.01,6169.98,1804.778173
2017-10-30T05:30:00.000000000,6133.01,6248.68,6030.0,6120.5,1473.687043
2017-10-31T05:30:00.000000000,6120.52,6498.01,6100.0,6463.0,1511.774925
2017-11-01T05:30:00.000000000,6463.0,6774.67,6338.02,6753.98,1675.615188
2017-11-02T05:30:00.000000000,6753.98,7300.0,6685.1,7019.98,2503.610803
2017-11-03T05:30:00.000000000,7010.31,7346.34,6923.0,7115.04,1891.497592
2017-11-04T05:30:00.000000000,7115.02,7480.99,6901.0,7357.09,1399.191767
2017-11-05T05:30:00.000000000,7357.27,7590.25,7279.02,7345.01,1207.83233
2017-11-06T05:30:00.000000000,7345.1,7401.0,6906.0,6960.12,1763.019261
2017-11-07T05:30:00.000000000,6981.72,7198.49,6901.0,7064.04,1440.259494
2017-11-08T05:30:00.000000000,7070.0,7770.02,6651.0,7303.0,2822.298802
2017-11-09T05:30:00.000000000,7303.01,7392.0,7015.0,7079.99,1913.398308
2017-11-10T05:30:00.000000000,7079.0,7279.91,6255.01,6506.98,3254.704105
2017-11-11T05:30:00.000000000,6503.0,6797.98,6100.0,6245.05,2754.156861
2017-11-12T05:30:00.000000000,6245.05,6630.0,5325.01,5811.03,4968.483069
2017-11-13T05:30:00.000000000,5839.94,6697.47,5699.99,6465.99,2621.243039
2017-11-14T05:30:00.000000000,6465.99,6684.98,6311.07,6574.99,1254.292531
2017-11-15T05:30:00.000000000,6575.99,7298.0,6575.99,7240.06,1779.605845
2017-11-16T05:30:00.000000000,7240.14,7940.0,7076.0,7864.5,2331.95675
2017-11-17T05:30:00.000000000,7876.98,7989.0,7451.0,7699.19,3982.395925
2017-11-18T05:30:00.000000000,7680.01,7819.99,7422.0,7761.94,3954.266477
2017-11-19T05:30:00.000000000,7761.94,8123.15,7650.33,8038.0,3867.340444
2017-11-20T05:30:00.000000000,8057.11,8319.99,7954.0,8212.0,3886.634348
2017-11-21T05:30:00.000000000,8212.49,8400.0,7801.0,8119.51,4544.474016
2017-11-22T05:30:00.000000000,8091.09,8322.68,8091.09,8205.92,3545.00571
2017-11-23T05:30:00.000000000,8233.03,8260.0,8000.0,8019.99,4093.952687
2017-11-24T05:30:00.000000000,8019.97,8369.0,7850.0,8138.0,4411.789112
2017-11-25T05:30:00.000000000,8138.99,8734.78,8090.0,8700.01,4292.623682
2017-11-26T05:30:00.000000000,8700.04,9350.0,8604.72,9128.02,4147.380237
2017-11-27T05:30:00.000000000,9128.0,9654.28,9112.04,9650.0,4521.625707
2017-11-28T05:30:00.000000000,9650.0,9939.0,9570.5,9896.8,4917.210985
2017-11-29T05:30:00.000000000,9896.79,11300.03,8520.0,9687.88,13352.538715
2017-11-30T05:30:00.000000000,9687.88,10900.0,8850.8,9838.96,9389.574329
2017-12-01T05:30:00.000000000,9837.0,10898.0,9380.0,10782.99,6134.923633
2017-12-02T05:30:00.000000000,10775.04,11190.0,10620.0,10890.01,4765.439757
2017-12-03T05:30:00.000000000,10902.69,11825.0,10500.0,11165.41,5346.636524
2017-12-04T05:30:00.000000000,11165.41,11616.0,10802.0,11616.0,4629.769359
2017-12-05T05:30:00.000000000,11608.0,11853.0,11447.68,11699.99,5541.611055
2017-12-06T05:30:00.000000000,11698.0,13615.23,11665.58,13545.53,6708.407183
2017-12-07T05:30:00.000000000,13545.53,16649.96,13050.0,16533.11,7488.515184
2017-12-08T05:30:00.000000000,16552.9,17204.99,14015.0,15880.0,17590.885276
2017-12-09T05:30:00.000000000,15880.0,16269.3,12535.0,14699.97,13914.207707
2017-12-10T05:30:00.000000000,14699.97,15720.12,12368.0,14946.26,16552.924336
2017-12-11T05:30:00.000000000,14901.08,17470.0,14901.08,16560.02,11822.314528
2017-12-12T05:30:00.000000000,16560.04,16976.45,15875.0,16350.0,9438.507116
2017-12-13T05:30:00.000000000,16350.0,16546.0,14666.56,16020.42,12415.141113
2017-12-14T05:30:00.000000000,16046.58,16445.0,15450.0,16340.0,11615.766474
2017-12-15T05:30:00.000000000,16339.99,17991.0,16300.06,17516.81,9181.486777
2017-12-16T05:30:00.000000000,17516.81,19539.0,17190.01,19102.66,4202.72596
2017-12-17T05:30:00.000000000,19102.66,19798.68,18510.0,18860.02,9178.028006
2017-12-18T05:30:00.000000000,18865.0,19300.0,17029.98,18856.25,10622.013554
2017-12-19T05:30:00.000000000,18856.25,18950.0,16300.0,17295.2,13210.74822
